id	label	alpha	text
30045	0	a	hey . 
30046	0	a	oh ! ah , megan . 
30047	0	a	aww . 
30048	0	a	oh , he's out there . 
30049	0	a	well , you guys are doing a pretty good job with the scary yelling , so . . . 
30050	0	a	 by yon bonnie banks and by yon bonnie braes . . . 
30051	4	a	okay , they're almost here- what ? come on . if you guys are gonna be mean , could you at least be subtle ? 
30052	4	a	no , that's a great idea . let's have a code name . how about mondays ? i hate mondays ? mondays are the worst ? 
30053	4	a	cause there's someone already here named pam . 
30054	0	a	no . i gotta do this . hey jessica , could i talk to you ? 
30055	0	a	uh , maybe we could talk in private ? 
30056	0	a	well , first just let me say that i hope when i'm done with the sort of ugly bits that we can stay friends . 
30057	0	a	uh , no . no . you always do this . you twist my words around . part of me thinks we should just end this right now . 
30058	0	a	whoa ! that ? no . okay . you want honesty ? super-honesty time . i'm gay . 
30059	0	a	i am gay , and i prefer men . 
30060	0	a	you did not , kenny ! 
30061	0	a	i like hanging out with you . you're a cool guy . which proves my point . that i'm gay . 
30062	0	a	well , i was faking it . i had to fake it every time . i had to imagine that i was in a steam room with john stamos . 
30063	0	a	well . . . i mean , i was good at hiding it , but-
30064	0	a	understandable . and i'm really sorry . i really am . so . . . we should probably . . . go . 
30065	2	a	oh . well . i feel that as someone who knows pam only a little bit . . . enough . a good amount . not the most , though . i would say that she is misunderstood and that maybe there's some stuff in her past that you guys don't know about that's a little messed up and probably makes her such a torture to work with . 
30066	2	a	no . no . 
30067	4	a	oh ! 
30068	0	a	right ? rough scene . 
30069	0	a	oh . . . at least we can kiss now . 
30070	0	a	you know , that stuff that i said about you to her . . . i did- that's just- i had to say it . you know , i was dating her at the time . 
30071	0	a	yeah . 
30072	0	a	oh yeah . 
30073	2	a	oh , i'll do it . i will volunteer . 
30074	2	a	i'll do it . 
30075	2	a	 it's the four of hearts . 
30076	2	a	not true . 'cause that's not a real place . 
30077	4	a	that's not a real knot . when you pull on it , it disappears . 
30078	1	a	okay scram , wizard . 
30079	1	a	you heard me ! 
30080	0	a	i just gotta do one thing . 
30081	0	a	hi . super-duper honesty time . i'm not gay . in fact , i'm so not gay , i'm in love with a girl . her name is erin hannon and she's right there . she's sweet , funny and beautiful and total relationship material . 
30082	0	a	okay . 
30083	0	a	bye guys . 
30084	4	a	hey hank . 
30085	4	a	i thought i was very specific about you not letting up a magician . 
30086	2	a	well , turns out he actually made it up there . 
30087	4	a	yeah , he came and went . 
30088	4	a	let's just- let's go . 
30089	2	a	night-night . 
30090	2	a	phyllis says the same twelve clich��s every time it rains . so , i promised everyone that if she says them all by noon today , i will send out for hot chocolates . 
30091	4	a	just one . 'this weather makes me want to stay at home , curled up with a good book . '
30092	4	a	you know , like aren't some things just so nice and cozy in the rain ? 
30093	2	a	hey , come on . 
30094	2	a	and that's noon . exactly . 
30095	0	a	 my girlfriend's back and there's gonna be trouble-
30096	0	a	 . . . my girlfriend's back ! 
30097	0	a	anyway , i know it's the end of the day . we just wanted to stop by and say hi . 
30098	0	a	hey , kev . 
30099	0	a	nice sweater . 
30100	0	a	what happened to old salty ? 
30101	1	a	nellie let me bobble-ize him . his name is now captain mutato . 
30102	1	a	i've written quite a bit of x-men fan fiction . captain mutato is half man , half mermaid . so he can fight crime as a man and make love as a mermaid . most of my writing involves the latter . 
30103	0	a	okey dokey . 
30104	0	a	whoa . well , you must be the famous nellie bertram i've been hearing all about . i am the famous andy bernard you've been hearing all about . 
30105	0	a	i just want to thank you for jumping in and minding the store during my temporary absence . 
30106	0	a	anyway , now that i'm back , i would love to have my office back , whenever you get a chance . 
30107	0	a	obviously , we'll figure out the , uh , logistics of moving all this stuff out of here . but , you know , the sooner the better . 
30108	0	a	get back to normalcy . 
30109	4	a	oh my gosh , thank you so much . but seriously , we don't want to bother you any more than we already have . 
30110	2	a	that's it . 
30111	4	a	ravi , our amazing pediatrician , was asking us if we knew any girls and i said i know the perfect girl . 
30112	2	a	yep . because kelly is indian and . . . oh , that's it . 
30113	4	a	race had nothing to do with it . i just knew they'd be good together . 
30114	4	a	 kelly has been a handful in the past . 
30115	4	a	 but she's had a bad influence . she's like an addict . and i just had to get her clean . 
30116	2	a	sorry , just to be clear , you're saying do not shake the baby . 
30117	4	a	don't shake our baby ? 
30118	4	a	okay . i'd never heard that before . so , thank you . 
30119	4	a	yeah , i'm glad you said something . 
30120	4	a	yeah , they're really great together . 
30121	2	a	that's about it , yeah . 
30122	0	a	this is what i was trying to tell you . 
30123	0	a	 okay . 
30124	0	a	you can't dock my pay-
30125	0	a	great . five , four , three , two , one . angela , please dock nellie's pay a hundred dollars . angela ? 
30126	0	a	angela ? 
30127	0	a	ooh , she's counting again . 
30128	0	a	oh , oh ! 
30129	0	a	seriously , angela ? 
30130	0	a	i got a little bit of an anger problem . got me in some trouble a couple years ago . 
30131	0	a	you're just saying numbers . it's meaningless . 
30132	0	a	it's literally like-
30133	0	a	oh , yeah , i was just tired . 
30134	0	a	whoa . no . are you kidding ? you were so sexy . just the thought of you last night , like , crazy turns me on . it just didn't last night . 
30135	0	a	yeah . i know it's not . . . a big deal . 
30136	1	a	yes ? 
30137	1	a	how ? 
30138	1	a	erin , i am so glad that you trusted me . you came to the exact right person for this . no , i have never once experienced anything remotely like that . never . 
30139	1	a	okay ? 
30140	1	a	washington monument . 
30141	1	a	eiffel tower . 
30142	4	a	i saw you were getting along with ryan again . 
30143	4	a	yeah , he's so great . remember how it felt when he cheated on you though ? 
30144	4	a	i am not going to let kelly throw her life away on ryan . and it has nothing to do with access to my pediatrician . why you would even ask or were going to ask , because i- i felt like that question was coming . 
30145	1	a	one of toby's eyes is getting smaller . so there's that . gabe bragged about having an extra ticket to the air show this weekend and meredith said she was interested and then gabe said immediately that his friend might be taking the ticket . so i'll keep you posted on that . 
30146	1	a	every day i brief nellie on what's going on in the office . most of it's irrelevant . but a good informer doesn't judge what's worth passing on . 
30147	1	a	oh , and andy lost his masculinity , so congratulations on that . 
30148	1	a	erin made it clear to me that he was unable to perform sexually last night . by contrast , i went to sleep with an erection so large it was like i was wearing no blanket at all . wow , i knew you'd win , but you just demolished him ! i'm a little bit jealous , actually . reduced him to a mere ant . 
30149	0	a	you can't call a meeting . but i would like to have a meeting in the conference room right now ! so let's get in the conference room . thank you . good . thank you for coming to my meeting . 
30150	0	a	oh ! can't do it 'cause i gotta run a meeting . so . 
30151	0	a	wanted to talk to all of you guys about importance . . . and know that each and every one of you is vitally important . 
30152	1	a	it's not just a human problem . flounders frequently experience impotence , especially when converting from male to female and then back again to male . 
30153	1	a	no , no , no , no , no , it's not me . i'm gonna prove it right here and now . 
30154	0	a	fine , it was me . i couldn't- i had a problem with erin last night . happy ? 
30155	0	a	i had a lot on my mind last night . and i didn't perform . okay ? it happens to plenty of guys . it's usually not followed by a giant workplace discussion and an interview . 
30156	0	a	every guy in this room has been touched by this affliction . tuna ? t-dog ? 
30157	2	a	um . . . 
30158	0	a	fascinating . 
30159	0	a	okay , so i-
30160	4	a	actually andy , i think maybe we experienced it . 
30161	2	a	what happened ? 
30162	4	a	that a couple of times-
30163	2	a	couple of times . 
30164	1	a	yeah jim . 
30165	0	a	yeah jim , get it out there . 
30166	2	a	um . . . i don't . . . uh , yes , that time that it was very late . uh , we'd had sex so many times already , i was exhausted . . . 
30167	4	a	okay , stop . 
30168	2	a	i was very drunk . 
30169	1	a	you know , my rectal electro-ejaculator is rated for bovine use only but i could let you rent it . 
30170	2	a	wow , what are we talking about ? 
30171	0	a	 dad , don't think of it as a demotion . just think of it as a promotion to a lower level . i don't think you have to tell your friends anything . it hasn't been decided yet . 
30172	0	a	oh , and another thing ! our sex life is none of your businesses ! 
30173	0	a	stop protecting me ! i'm a man- i can protect myself ! this is misdirected anger and i'm sorry ! i don't mean to lash out at you ! there's a lot coming up right now , all at once ! dad go to hell , i'm taller than you ! 
30174	0	a	you are not the manager . i earned that job . i was personally chosen after robert was chosen and quit . 
30175	0	a	why don't you take a seat , you idiot ? 
30176	0	a	and your stupid face ! and your stupid office ! ah ! 
30177	0	a	that would actually be cool . i'd love for you to meet some of the guys . 
30178	4	a	all i did was remind her that you used to treat her badly . 
30179	4	a	fair enough . um . . . i don't think you're a very good person . and forgive me , but i feel like i've said this to you before: i don't like you very much . 
30180	4	a	oh , no , no , no . 
30181	4	a	read it , please . i love amazing poetry . 
30182	4	a	read through the pain . be strong . 
30183	0	a	no . 
30184	0	a	i'm saying no . 
30185	0	a	no . 
30186	4	a	 oh , boo ! boo ! boo to you ! boo ! 
30187	4	a	boo ! 
30188	2	a	hey , hey . okay . 
30189	4	a	barf ! ugh , you suck ! 
30190	2	a	well , it's good to see kelly's maturing . 
30191	0	a	no . 
30192	0	a	 no . 
30193	0	a	no . 
30194	0	a	no . 
30195	0	a	i can't describe it . i just , for the first time in a long time , i actually feel in control . i feel . . . alive . 
30196	0	a	ah- da , da , da , da . i got it . 
30197	0	a	i . . . got . . . it . 
30198	0	a	yes . 
30199	4	a	you're not the least bit curious to hear a poem straight from ryan's soul ? 
30200	2	a	not at all , can we go ? 
30201	4	a	kapoor and ka-desperate , he watches . '
30202	2	a	second line . 
30203	4	a	he is a drifter out to sea . '
30204	2	a	and when the indian ocean calms , one speck of white remains in waters cold and kelly green . '
30205	4	a	it's just so dumb . but when he describes himself as a child , lost on the life raft . . . 
30206	2	a	uh , ryan can never know . 
30207	4	a	okay fine . ryan , something the matter ? 
30208	4	a	smokey , the bear ? 
30209	2	a	wow that's terrible , i really liked him . 
30210	2	a	well , i second that emotion . 
30211	4	a	no , no , no , 'tracks of my tears' and what else ? what are some more ? what's one more ? 
30212	4	a	i don't think you love smokey robinson . i think you're just doing all of this to prove how deep you are about music
30213	1	a	you don't like the beatles ? 
30214	1	a	eleanor rigby ? paperback writer ? 
30215	2	a	wow ! look at that ! it says he's actually playing state college . that's only three hours away ! 
30216	4	a	oh my god , ryan ! that's perfect ! you have to go ! 
30217	2	a	tickets are 250 bucks . 
30218	4	a	250 dollars is nothing to the world's biggest smokey robinson fan . 
30219	2	a	paul anka . 
30220	2	a	okay , you could just show up late though . 
30221	4	a	tears of a clown ! 
30222	1	a	i don't want to alarm people , but there is a distinct chance that we are all about to be killed
30223	2	a	well , as long as you don't want to alarm people . . . 
30224	1	a	there is a disgruntled ex-employee sitting in his car in the parking lot . 
30225	1	a	that's how workplace tragedies always begin . a middle aged white male 'hanging out' . call the cops ! 
30226	4	a	dwight , i don't think he's going to hurt anybody . 
30227	1	a	i don't even know what kind of weapon he has . could be a knife , could be a gun . could be a series of guns all lined up to shoot parallel . i'm going up to the roof . and i'm gonna bring my gym bag just in case . 
30228	0	a	hey ! 
30229	0	a	what ? 
30230	0	a	guys , everything is fine ! i'm just here to pick up erin . we're going to the fundraiser . 
30231	4	a	oh , great ! that sounds good ! 
30232	0	a	why would that be weird ? 
30233	0	a	hello ! did anyone order a blast from the past , with a side order of sexy ? 
30234	0	a	oh , wanna shake my hand , huh ? cause i want to shake your body ! i had you , i had you ! 
30235	0	a	 where do i look ? it's been so long since i did one of these things ? okay , alright ! what's the question ? how am i doing ? umm . . . great ! 
30236	1	a	 wait , you think jiu-jitsu classes cost $22 if you're going to guess the price , you might as well try to be halfway accurate . $180 ! 
30237	1	a	you guess the price , you win the prize . have you never been to a quaker fair before ? god ! 
30238	0	a	what haven't i been doing ? gosh , just today i was working on this rock opera that i'm writing , though it feels more like i'm receiving it than writing it . 
30239	2	a	wow , that's exciting ! but until you firm up the idea , you might want to keep it between us . 
30240	0	a	the hero lives in this dystopian future and he flies around in a spaceship that's shaped like a treble clef . and he has to sing his heart out to destroy all evil . 
30241	4	a	sounds like you're doing alright . 
30242	0	a	ehh , a little better than alright , actually . really good ! 
30243	0	a	bobby ! bobbo ! you're a rock opera guy , right ? you like rock operas ? 
30244	0	a	you gotta check out this thing i'm working on , it's really cool . there's this character thomas oregon , and he wants to destroy all the guitars in the world because he realizes that music is the one thing he can't control . 
30245	0	a	evil ! although he's humanized in the end because he weeps uncontrolably and pees in his pants . 
30246	0	a	me , i guess . we're flying so high , we're crackin' the sky ! gonna fly out of this dome my girlfriend and i ! 
30247	0	a	you're being a thomas oregon ! 
30248	0	a	don't need you to pay for me . i'm doing just fine , thank you . why don't you quit harshing our mellow ? 
30249	0	a	 excuse me . i would like to purchase two seats at another table , please . 
30250	0	a	then i'll take a table ! 
30251	0	a	and a high five ! oh , let's do this again ! 
30252	0	a	 oh , yes indeed . . . when ! whoa , whoa , whoa ! you forgot a few salads ! when ! 
30253	4	a	oh my god ! 
30254	2	a	wait , what ? come on ! 
30255	2	a	okay , oscar , i'm not saying you're not dreamy , because you are , but isn't it possible that he was just schmoosing a voter ? 
30256	2	a	okay , what was this look ? 
30257	4	a	whoa ! 
30258	2	a	what happened , did he do it ? 
30259	4	a	are you-- twice ! for real ? 
30260	2	a	okay guys , not every glance means something , alright ? life isn't downton abbey . 
30261	4	a	life is downton abbey . 
30262	2	a	here's what i'm going to do . i'm going to go over there and i'm going to talk to him and i guarantee you he gives out his cell phone to everybody . 
30263	1	a	 how much do you guys charge for a one full year gym membership ? thank you ! 
30264	1	a	it's $475 ! like candy from a baby ! 
30265	0	a	hey . . . david wallace ! 
30266	0	a	hey , how are you ? 
30267	0	a	no , got canned last week . 
30268	0	a	no , best thing that ever happened to me . 
30269	0	a	yikes ! 
30270	2	a	boom ! 
30271	4	a	hm-hmm . 
30272	2	a	what is interesting ? i just proved that he gives his cell out to everybody . 
30273	4	a	or you proved that he thinks you're gay . 
30274	4	a	well , a gay man would not leave the store wearing those shoes ! 
30275	2	a	oh , hey ! you bought me those shoes ! 
30276	0	a	can you believe this guy ? 
30277	0	a	not a joke . that was not even a joke . 
30278	0	a	i will ! i will take all of those dogs ! 
30279	0	a	no , no , no . this guy can talk and talk all he wants , but it's not that complicated . 
30280	0	a	okay ! hope you all learned something ! 
30281	0	a	i'm so ready to love all of these animals . this one's even bonding with me already . 
30282	0	a	stupid dog . 
30283	4	a	well , looks like he really did just want to talk about the issues . i'm sorry oscar . 
30284	1	a	 yes ! thank you ! 
30285	1	a	 oh yes ! yeah ! 
30286	1	a	 oh , oh , oh ! yeah ! ha , ha ! 
30287	1	a	thank you very much ! all i had to do was look at the prices , idiots ! suck it ! 
30288	2	a	speech ! speech ! speech ! speech ! 
30289	0	a	 so it just goes on under here like this ? 
30290	0	a	ugh , oh god ! 
30291	2	a	hey , just wanted to check in . see how you are doing . 
30292	0	a	i am so great ! 
30293	2	a	look at that one though , he's smiling ! 
30294	0	a	this is the greatest thing that has ever happened to me
30295	4	a	absolutely , it's awesome--
30296	2	a	yes--
30297	0	a	you're right . he's right , i am a mess . this whole night i've been trying to convince you guys that i'm fine . i guess i thought that if i could convince you that i'm fine , maybe--
30298	2	a	okay well , andy , listen . it's okay if you don't feel totally settled . this is all very fresh . 
30299	4	a	yeah , i mean , admitting you need help is the first step ! 
30300	0	a	yes ! and also , focusing on the positive . like i got a lot of good things going on ! 
30301	2	a	yeah ! like that rock opera ! you could always do that right ? 
30302	0	a	yeah , i do . i have that . 
30303	2	a	yeah
30304	0	a	yes , i am ! thank you , kev ! 
30305	4	a	what do you feed her ? 
30306	4	a	does she smell ? 
30307	1	a	protein powder , huh ? you cut it with water ? why don't you just take estrogen ? there you go boys . see how papa takes care of you ? mwah . 
30308	1	a	oh , i bet you think it's all about core , huh ? 
30309	1	a	oh , please . 
30310	2	a	listen , guys , i think we all want to know the same thing , right ? who's the strongest ? well , there's only one way to solve that ' flat curl contest . 
30311	2	a	all right , here we go everybody . may the manliest man win . go . 
30312	1	a	feast on this , lewis . 
30313	2	a	come on , gabe , you can't handle his hamstrings . you're getting hypno-thigh-zed . 
30314	2	a	here , this is for your elbows , for your elbows . 
30315	1	a	oh , thank you . 
30316	2	a	you're welcome . 
30317	2	a	quick phone call from you guys , keep going , 
30318	1	a	very funny jim . 
30319	2	a	all right , easy there , grandpa . 
30320	1	a	i don't need your help . 
30321	2	a	okay . you don't need my help ? 
30322	1	a	here , here' just'
30323	0	a	morning . 
30324	0	a	somebody left in such a hurry this morning that she forgot' these . 
30325	0	a	you know the only thing more delicious than your feet is the feast that i am going to prepare for everyone . 
30326	0	a	what's this ? 
30327	0	a	is this robert's attempt to embarrass me ? 
30328	0	a	why is it when other people spend all their time at the office , they're rewarded for it , and when i do it , i am told it's a little much ? 'is it because i am not an employee anymore , because that's what it feels like . 
30329	2	a	all right , well , enjoy the alumni game . 
30330	1	a	good , we have a deal ? 
30331	2	a	thanks janet . 
30332	1	a	thanks so much earl . 
30333	2	a	wow , simultaneous sale . 
30334	1	a	and they said it couldn't be done . boom ! 
30335	2	a	screw 'em . 
30336	0	a	lot going on guys . what's happening ? 
30337	2	a	binghamton branch closed last night and their clients are up for grabs . 
30338	0	a	that was a fine branch . things are really bad under robert california , i guess . it's like a festival of poo . 
30339	2	a	hey , hey , come on , language . 
30340	1	a	yeah , and we're not interested in your sour grapes , okay ? jim , tell him where he can stick his grapes . 
30341	2	a	in the fridge . 
30342	1	a	no , jim , the butt , in his butt . 
30343	2	a	sorry , man , i can't focus on zingers . there's too many potential clients . 
30344	2	a	robert ? 
30345	4	a	oh , it was this summer '
30346	4	a	um , i am a little busy . 
30347	4	a	yeah , i can make you a list . 
30348	4	a	why don't i help you now ? 
30349	4	a	okay . 
30350	1	a	and you are'
30351	0	a	uh , cherries jubilee over homemade gelato . 
30352	2	a	the salesmen have a commission cap , but we figured out a way around it . 
30353	1	a	lloyd gross is a fictional salesman we invented to ' how do i put this ' steal from the company . embezzle . to commit fraud . 
30354	2	a	okay , it sounds sketchy , but it helps us get more money . 
30355	1	a	yes . 
30356	2	a	pam made a drawing of lloyd . he is a blend of all the salesman . 
30357	1	a	 there he is . that's lloyd . 
30358	2	a	there's actually not a rule that says that . 
30359	1	a	that's true . 
30360	1	a	wait , no ? are you kidding me ? you told me there was a rule . i could've choked so many people by now . 
30361	2	a	how about this ? how about we just ask robert ? can we all agree that maybe the c . e . o should decide this ? 
30362	1	a	chair , lamp , plant , table leg , jim's leg . 
30363	0	a	 sorry , not jim . 
30364	0	a	message received loud and clear . just have to get the caramelized sugar off the pan before it dries . 
30365	0	a	i forgot , a' a pan , uh '
30366	1	a	okay , what are you deciding ? we get a say . 
30367	1	a	don't listen to him . 
30368	1	a	nope . 
30369	1	a	prestige is ours . okay , they're responsible for half of the junk mail on the eastern seaboard . we get them . we already put a call into them , robert . 
30370	1	a	make a decision . 
30371	0	a	some bizarre energy in this place today . robert is going off the rails , making some funky decisions . like why is nobody gonna call on prestige ? that is a huge client . i mean , they could give their business to the first person to walk in the door . could be any idiot . any idiot at all . 
30372	1	a	jim , you know what would be really dastardly ? if we snuck out of here and got to the client first . 
30373	2	a	 he's running ! 
30374	1	a	damn it ! 
30375	2	a	damn it . 
30376	1	a	wha ' what is this supposed to be ? 
30377	2	a	it's a monkey . 
30378	1	a	jim , great real . this is not a monkey . it's got a hula skirt and a blue nose . 
30379	2	a	hold on , hold on . is this him ? 
30380	1	a	what ? 
30381	2	a	is that him ? 
30382	1	a	it's him ! do something ! get out ! 
30383	2	a	what ? what am i gonna do ? i don't '
30384	1	a	go slash his tires ! go dent his hood . that's it ? oh , that's great . that's like a five second delay . 
30385	2	a	dwight ! 
30386	1	a	come on , let's go ! does this thing have turbo ? nitrous ? hit the nos . 
30387	2	a	nos ? you mean like in fast and furious ? 
30388	1	a	yeah . 
30389	2	a	oh , yeah , definitely have nos . 
30390	1	a	hit the nos . 
30391	2	a	are you sure ? 
30392	1	a	yes . 
30393	2	a	brace yourself . 3' 2'
30394	1	a	got it . go . 
30395	2	a	1 . here we go ! 
30396	0	a	hello . andy bernard to see the c . e . o . 
30397	0	a	no , i do not . 
30398	0	a	seriously ? 'cause i could just be anyone . i mean , i thought i was gonna have to convince you . 
30399	4	a	so'what do you make of this robert california guy ? i mean , what does a guy like that do on an average weeknight ? 
30400	0	a	i'm a former paper executive . i know the product . i know the margins . i can save you 25% on your costs . 
30401	0	a	no . i'm a rogue . 
30402	0	a	which is the best part . that means you will be my first customer and your business will get 100% of my attention . now' i have written down my personal phone number . you call this anytime . 
30403	0	a	of course they have . which is why i'm giving you a key to my house . whatever you need ' anytime , night or day ' you just stop on by . 
30404	0	a	maybe you just want someone to talk to . maybe' you need a place to crash for a couple of days . my wireless password is eat pray love . easy to remember . 
30405	1	a	ready ? go ! go , go , go , go , go , go , go , go , go , go , go . 
30406	1	a	 ahhh ! 
30407	2	a	you all right ? 
30408	1	a	yeah . oh . 
30409	2	a	ah ! 
30410	2	a	 dwight , what are you doing ? 
30411	1	a	go , go ! take the stairs ! now ! 
30412	2	a	what are you talking about ? 
30413	1	a	just run ! take the stairs ! 
30414	2	a	i don't even know where the stairs are ! 
30415	1	a	i'll stall him . go ! 
30416	2	a	god ! 
30417	1	a	i'm gonna activate the seismic failsafe . we'll be stuck between floors for hours . oh . my pants fell down . 
30418	2	a	what ? 
30419	1	a	my pants fell down ! i don't have a belt ! 
30420	1	a	 hello , sir . good day . dwight k . schrute . dunder mifflin , scranton . forgive my pants , they fell down . an appointment with mr . ramish , please . right now is fine . no , no , no , i was here first . dwight k . schrute . dunder mifflin , scranton . 
30421	1	a	well '
30422	1	a	i was here first . 
30423	1	a	i already made an appointment' with your secretary . 
30424	1	a	wait , it's not d . m utica , is it ? 
30425	2	a	big red paper company ? 
30426	0	a	yes , yes , yes ! 
30427	1	a	me too . or do you also have a monopoly on thirst ? 
30428	2	a	all right , guys . it didn't work out for any of us , so' we're still on the same team . let me get these . 
30429	1	a	no . let him get his own . it's syracuse money . 
30430	1	a	jim couldn't land me in a thousand years . 
30431	2	a	but you're saying there's a chance . 
30432	1	a	shut up . 
30433	4	a	 hey . 
30434	4	a	i stole nellie's phone . 
30435	4	a	what do you want from me ? 
30436	4	a	sounds like it . 
30437	4	a	okay , that's enough . 
30438	4	a	no , no , no ! 
30439	4	a	robert ! okay , oops ! i deleted them all . they're all deleted . 
30440	4	a	ah . ahh . 
30441	4	a	hey . 
30442	4	a	um' yes . definitely . with your hair '
30443	4	a	certainly . um' you dropped your cell phone . 
30444	4	a	yep . 
30445	4	a	no . my goodness . you have a lot going on . with robert and everything . 
30446	4	a	no , i will not . 
30447	4	a	well '
30448	4	a	but sometimes he talks about flesh' and bacchanals . 
30449	4	a	no' don't . just put it out of your mind . 
30450	0	a	 you once put me on a list of the losers in the office . well , this loser just got your biggest client to give him all their business . so hire me back , that business is yours . don't , and i will find another buyer . 
30451	0	a	it's just business . 
30452	0	a	whoa . well i gave him a chance . 
30453	0	a	you got a minute ? 
30454	0	a	i wanted to see if i could interest you in an investment . dunder mifflin . 
30455	0	a	exactly . and you know better than anyone that with the right management it could be worth twice what you would pay for it today . 
30456	2	a	oh , man , i'd have to sell beets . probably submit them for competitions . 
30457	1	a	what ? 
30458	2	a	yeah ! i know it sounds stupid , but nationals has always kinda been a dream of mine . 
30459	1	a	how have we never talked about this before ? wait . you don't even care about nationals . 
30460	2	a	i don't know . i've always wanted to own a bike shop , but what about you ? 
30461	2	a	that sounds lovely . 
30462	1	a	he's searching out younger gays . 
30463	1	a	 . . . with you . 
30464	4	a	i know , right ? what is it ? you always look so good in those things . 
30465	1	a	you okay , robert ? 
30466	1	a	put some ice on it . 
30467	1	a	i wanted to give a nice gift to the tenants in the building . at first i thought , 'muffin basket . ' then i thought , 'what's even more precious to people than muffins ? '
30468	1	a	 . . . their own children . 
30469	1	a	hey everybody , just a few hours left for the free family portrait studio . darryl . we'd love to see little jada come by . angela ? why don't you bring by your little angel ? 
30470	1	a	jim , you've got those two cute kids . we sure would love to see them . 
30471	2	a	i know why you're doing this , dwight . 
30472	2	a	last week , i may have gone too far . i'll explain it quickly . basically , i found out where he gets his clothes dry-cleaned . custom ordered the same suit , made with tear-away velcro . and . . . you can fill in the rest . 
30473	1	a	 wha- ? damn it , jim ! 
30474	2	a	now he's trying to get me to bring my children in to work . i think it's fair to be cautious . 
30475	0	a	 hi guys . 
30476	2	a	how's it going , man ? 
30477	0	a	 i'm- i'm good , thank you . and how are you ? 
30478	2	a	great , yeah , good . 
30479	0	a	look , i'm not here to get my old job back . i had my opportunity , i blew it , i'm moving on . i just wanted to come in here and literally beg you for something , anything . i will sweep the floors , water the plants . . . 
30480	0	a	clean the toilets . 
30481	0	a	pull the poop out of the toilets . 
30482	0	a	just , please . . . 
30483	0	a	please ! 
30484	0	a	give me something ! 
30485	0	a	thank you . 
30486	0	a	thank you . 
30487	0	a	i have a delicious secret . 
30488	2	a	is a mop the most efficient tool to use on a carpet ? 
30489	0	a	yeah , it is actually . 
30490	0	a	mmm , i can't hold it in any longer . um , i am faking this , okay ? because i convinced david wallace to buy dunder mifflin back from sabre . and at three o'clock today he's gonna walk in here and reinstate me as manager . 
30491	4	a	 family picture ! 
30492	2	a	pam ? no ! 
30493	4	a	what ? honey , we talked about this . 
30494	2	a	no , we talked about not bringing them in to dwight's photo studio slash trap . 
30495	4	a	yes , and then we decided that was crazy . 
30496	2	a	no , we decided it was crazy not to worry about it . 
30497	4	a	no , we settled in a much more rational place , remember ? 
30498	2	a	nope . 
30499	4	a	we decided that there's no way dwight would harm a child . 
30500	2	a	but are you a hundred percent sure ? i don't think any of us are . 
30501	4	a	no , no . 
30502	2	a	nope . 
30503	4	a	but it's free . and we'll keep our eye on them . 
30504	2	a	that's-
30505	4	a	yes ! 
30506	2	a	that's-
30507	4	a	and we'll make sure dwight doesn't do anything c-r-a-z-y . 
30508	2	a	okay . 
30509	1	a	great , right up there . 
30510	4	a	yeah ? 
30511	2	a	yeah . you just sit right here . here we go . 
30512	4	a	okay . 
30513	2	a	alright . why don't you just-
30514	4	a	oh , great . thank you . 
30515	2	a	-give him to me and . . . perfect . 
30516	4	a	okay . 
30517	2	a	this is great . 
30518	4	a	you ready ? 
30519	2	a	excuse me . 
30520	4	a	there we go . 
30521	2	a	just do it . 
30522	4	a	i'll just stand here ? 
30523	2	a	yeah , just keep your eye on dwight , great . 
30524	2	a	let's do it , shoot it . 
30525	2	a	great . 
30526	1	a	up here . 
30527	2	a	yeah . yeah , yeah , yeah . 
30528	1	a	jim , right here , right here . okay , good . 
30529	2	a	oh , so that's it ? 
30530	1	a	that's it . 
30531	4	a	see ? that wasn't so hard . 
30532	1	a	cute kids , thanks for coming . 
30533	1	a	well , well , well . senator lipton , welcome . angela . 
30534	1	a	nice to see you . may i hold him ? 
30535	1	a	okay , hold on for a second , folks . a few of the baby's hairs are out of place . 
30536	1	a	really ? 
30537	0	a	this is getting more and more delicious by the minute . it's go time . 
30538	0	a	hey nellie , i made soup - i made you some soup . 
30539	0	a	but it's really good- oh ! 
30540	0	a	a delicious moment . 
30541	0	a	well , but it-
30542	1	a	okay , here we go . oh , you know what ? i don't want to throw a wrench in the works , but i want everything to be perfect and the baby's fingernails are just bothering me-
30543	1	a	okay , great . suit yourself . although , are those excess skin cells on the baby's cheek distracting to you as well ? 
30544	1	a	he defecated , aw . 
30545	1	a	is this what you were looking for ? huh ? huh ? 
30546	0	a	i just want you guys not to worry . 'cause old andy's gonna be just fine . 
30547	2	a	no , no , see ? this is what we're talking about . i mean , what was that accent ? and last time i checked , you were drunk and now you're not drunk . . . 
30548	4	a	you hit her ? 
30549	0	a	no . that is not the deal . calibrate . 
30550	0	a	that's not true either ! that's also total- everyone , please relax . i think you're gonna like this surprise guest . 
30551	0	a	 huh ? hold on . 
30552	2	a	oh boy . 
30553	4	a	oh , andy . 
30554	0	a	i'm not crazy . i convinced david wallace to give me my job back . 
30555	0	a	okay , yes , i see the confusion . i saw david at the fundraiser . he is now a multi-millionaire because he sold his toy vacuum 'suck it' to the u . s . military . 
30556	2	a	andy , come on . 
30557	0	a	i- i- okay , i get how that sounds crazy . 
